line_id,line,noun_phrase
229,Then art thou damned for keeping thy word with the devil.,art thou
229,Then art thou damned for keeping thy word with the devil.,thy word
229,Then art thou damned for keeping thy word with the devil.,the devil
230,Else he had been damned for cozening the devil.,he
230,Else he had been damned for cozening the devil.,the devil
231,"But, my lads, my lads, to-morrow morning, by four","But, my lads"
231,"But, my lads, my lads, to-morrow morning, by four",my lads
231,"But, my lads, my lads, to-morrow morning, by four",morrow morning
232,"o'clock, early at Gadshill! there are pilgrims going",o'clock
232,"o'clock, early at Gadshill! there are pilgrims going",Gadshill
232,"o'clock, early at Gadshill! there are pilgrims going",pilgrims
233,"to Canterbury with rich offerings, and traders",Canterbury
233,"to Canterbury with rich offerings, and traders",rich offerings
233,"to Canterbury with rich offerings, and traders",traders
234,riding to London with fat purses: I have vizards,London
234,riding to London with fat purses: I have vizards,fat purses
234,riding to London with fat purses: I have vizards,I
234,riding to London with fat purses: I have vizards,vizards
235,"for you all, you have horses for yourselves:",you
235,"for you all, you have horses for yourselves:",all
235,"for you all, you have horses for yourselves:",you
235,"for you all, you have horses for yourselves:",horses
235,"for you all, you have horses for yourselves:",yourselves
236,Gadshill lies to-night in Rochester: I have bespoke,Gadshill
236,Gadshill lies to-night in Rochester: I have bespoke,night
236,Gadshill lies to-night in Rochester: I have bespoke,Rochester
236,Gadshill lies to-night in Rochester: I have bespoke,I
236,Gadshill lies to-night in Rochester: I have bespoke,bespoke
237,supper to-morrow night in Eastcheap: we may do it,morrow night
237,supper to-morrow night in Eastcheap: we may do it,Eastcheap
237,supper to-morrow night in Eastcheap: we may do it,we
237,supper to-morrow night in Eastcheap: we may do it,it
238,"as secure as sleep. If you will go, I will stuff",sleep
238,"as secure as sleep. If you will go, I will stuff",you
238,"as secure as sleep. If you will go, I will stuff",I
239,"your purses full of crowns, if you will not, tarry",your purses
239,"your purses full of crowns, if you will not, tarry",crowns
239,"your purses full of crowns, if you will not, tarry",you
240,at home and be hanged.,home
241,"Hear ye, Yedward, if I tarry at home and go not,",ye
241,"Hear ye, Yedward, if I tarry at home and go not,",I
241,"Hear ye, Yedward, if I tarry at home and go not,",home
242,I'll hang you for going.,I
242,I'll hang you for going.,you
243,"You will, chops?",You
244,"Hal, wilt thou make one?",Hal
244,"Hal, wilt thou make one?",wilt thou
245,"Who, I rob? I a thief? not I, by my faith.",Who
245,"Who, I rob? I a thief? not I, by my faith.",I
245,"Who, I rob? I a thief? not I, by my faith.",I
245,"Who, I rob? I a thief? not I, by my faith.",a thief
245,"Who, I rob? I a thief? not I, by my faith.",not I
245,"Who, I rob? I a thief? not I, by my faith.",my faith
246,"There's neither honesty, manhood, nor good",manhood
247,"fellowship in thee, nor thou camest not of the blood",fellowship
247,"fellowship in thee, nor thou camest not of the blood",thee
247,"fellowship in thee, nor thou camest not of the blood",thou
247,"fellowship in thee, nor thou camest not of the blood",the blood
248,"royal, if thou darest not stand for ten shillings.",royal
248,"royal, if thou darest not stand for ten shillings.",thou
248,"royal, if thou darest not stand for ten shillings.",ten shillings
249,"Well then, once in my days I'll be a madcap.",my days
249,"Well then, once in my days I'll be a madcap.",I
249,"Well then, once in my days I'll be a madcap.",a madcap
250,"Why, that's well said.",that
251,"Well, come what will, I'll tarry at home.",what
251,"Well, come what will, I'll tarry at home.",I
251,"Well, come what will, I'll tarry at home.",home
252,"By the Lord, I'll be a traitor then, when thou art king.",the Lord
252,"By the Lord, I'll be a traitor then, when thou art king.",I
252,"By the Lord, I'll be a traitor then, when thou art king.",a traitor
253,I care not.,I
254,"Sir John, I prithee, leave the prince and me alone:",I
254,"Sir John, I prithee, leave the prince and me alone:",the prince
254,"Sir John, I prithee, leave the prince and me alone:",me
255,I will lay him down such reasons for this adventure,I
255,I will lay him down such reasons for this adventure,him
255,I will lay him down such reasons for this adventure,such reasons
255,I will lay him down such reasons for this adventure,this adventure
256,that he shall go.,he
257,"Well, God give thee the spirit of persuasion and him",God
257,"Well, God give thee the spirit of persuasion and him",thee
257,"Well, God give thee the spirit of persuasion and him",the spirit
257,"Well, God give thee the spirit of persuasion and him",persuasion
257,"Well, God give thee the spirit of persuasion and him",him
258,"the ears of profiting, that what thou speakest may",the ears
258,"the ears of profiting, that what thou speakest may",profiting
258,"the ears of profiting, that what thou speakest may",what thou speakest
259,"move and what he hears may be believed, that the",what
259,"move and what he hears may be believed, that the",he
259,"move and what he hears may be believed, that the",the
260,"true prince may, for recreation sake, prove a false",true prince
260,"true prince may, for recreation sake, prove a false",recreation sake
261,"thief, for the poor abuses of the time want",thief
261,"thief, for the poor abuses of the time want",the poor abuses
261,"thief, for the poor abuses of the time want",the time
262,countenance. Farewell: you shall find me in Eastcheap.,countenance
262,countenance. Farewell: you shall find me in Eastcheap.,you
262,countenance. Farewell: you shall find me in Eastcheap.,me
262,countenance. Farewell: you shall find me in Eastcheap.,Eastcheap
263,"Farewell, thou latter spring! farewell, All-hallown summer!",farewell
263,"Farewell, thou latter spring! farewell, All-hallown summer!",All-hallown summer
264,Exit Falstaff,Exit Falstaff
265,"Now, my good sweet honey lord, ride with us",my good sweet honey lord
265,"Now, my good sweet honey lord, ride with us",us
266,to-morrow: I have a jest to execute that I cannot,morrow
266,to-morrow: I have a jest to execute that I cannot,I
266,to-morrow: I have a jest to execute that I cannot,a jest
266,to-morrow: I have a jest to execute that I cannot,I
267,"manage alone. Falstaff, Bardolph, Peto and Gadshill",Falstaff
268,shall rob those men that we have already waylaid:,those men
268,shall rob those men that we have already waylaid:,we
269,"yourself and I will not be there, and when they",yourself
269,"yourself and I will not be there, and when they",I
270,"have the booty, if you and I do not rob them, cut",the booty
270,"have the booty, if you and I do not rob them, cut",you
270,"have the booty, if you and I do not rob them, cut",I
270,"have the booty, if you and I do not rob them, cut",them
271,this head off from my shoulders.,this head
271,this head off from my shoulders.,my shoulders
272,How shall we part with them in setting forth?,we
272,How shall we part with them in setting forth?,them
273,"Why, we will set forth before or after them, and",we
273,"Why, we will set forth before or after them, and",them
274,"appoint them a place of meeting, wherein it is at",them
274,"appoint them a place of meeting, wherein it is at",a place
274,"appoint them a place of meeting, wherein it is at",meeting
274,"appoint them a place of meeting, wherein it is at",it
275,"our pleasure to fail, and then will they adventure",our pleasure
275,"our pleasure to fail, and then will they adventure",they
276,"upon the exploit themselves, which they shall have",the exploit
276,"upon the exploit themselves, which they shall have",themselves
276,"upon the exploit themselves, which they shall have",which
276,"upon the exploit themselves, which they shall have",they
277,"no sooner achieved, but we'll set upon them.",we
277,"no sooner achieved, but we'll set upon them.",them
278,"Yea, but 'tis like that they will know us by our",they
278,"Yea, but 'tis like that they will know us by our",us
278,"Yea, but 'tis like that they will know us by our",our
279,"horses, by our habits and by every other",horses
279,"horses, by our habits and by every other",our habits
280,"appointment, to be ourselves.",appointment
280,"appointment, to be ourselves.",ourselves
281,Tut! our horses they shall not see: I'll tie them,Tut
281,Tut! our horses they shall not see: I'll tie them,our horses
281,Tut! our horses they shall not see: I'll tie them,they
281,Tut! our horses they shall not see: I'll tie them,I
281,Tut! our horses they shall not see: I'll tie them,them
282,"in the wood, our vizards we will change after we",the wood
282,"in the wood, our vizards we will change after we",our vizards
282,"in the wood, our vizards we will change after we",we
282,"in the wood, our vizards we will change after we",we
283,"leave them: and, sirrah, I have cases of buckram",them
283,"leave them: and, sirrah, I have cases of buckram",I
283,"leave them: and, sirrah, I have cases of buckram",cases
283,"leave them: and, sirrah, I have cases of buckram",buckram
284,"for the nonce, to immask our noted outward garments.",the nonce
284,"for the nonce, to immask our noted outward garments.",our noted outward garments
285,"Yea, but I doubt they will be too hard for us.",I
285,"Yea, but I doubt they will be too hard for us.",they
285,"Yea, but I doubt they will be too hard for us.",us
286,"Well, for two of them, I know them to be as",them
286,"Well, for two of them, I know them to be as",I
286,"Well, for two of them, I know them to be as",them
287,"true-bred cowards as ever turned back, and for the",true-bred cowards
287,"true-bred cowards as ever turned back, and for the",the
288,"third, if he fight longer than he sees reason, I'll",he
288,"third, if he fight longer than he sees reason, I'll",he
288,"third, if he fight longer than he sees reason, I'll",reason
288,"third, if he fight longer than he sees reason, I'll",I
289,"forswear arms. The virtue of this jest will be, the",forswear arms
289,"forswear arms. The virtue of this jest will be, the",The virtue
289,"forswear arms. The virtue of this jest will be, the",this jest
290,incomprehensible lies that this same fat rogue will,this same fat rogue
291,"tell us when we meet at supper: how thirty, at",us
291,"tell us when we meet at supper: how thirty, at",we
291,"tell us when we meet at supper: how thirty, at",supper
292,"least, he fought with, what wards, what blows, what",he
292,"least, he fought with, what wards, what blows, what",what
293,"extremities he endured, and in the reproof of this",extremities
293,"extremities he endured, and in the reproof of this",he
293,"extremities he endured, and in the reproof of this",the reproof
293,"extremities he endured, and in the reproof of this",this
294,lies the jest.,the jest
295,"Well, I'll go with thee: provide us all things",I
295,"Well, I'll go with thee: provide us all things",thee
295,"Well, I'll go with thee: provide us all things",us
295,"Well, I'll go with thee: provide us all things",all things
296,"necessary and meet me to-morrow night in Eastcheap,",me
296,"necessary and meet me to-morrow night in Eastcheap,",morrow night
